frame,time_ns,binder_target_com_a,min_heavy_atom_distance_a,ca_contacts_le_8a,hotspots_contacting,hotspot_45_contact,hotspot_47_contact,hotspot_48_contact,hotspot_50_contact,hotspot_52_contact,hotspot_56_contact
94,0.95,33.02566146850586,2.0179731575755038,76,5,1,1,1,1,1,0
95,0.96,32.95976257324219,1.904890554105949,76,5,1,1,1,1,1,0
96,0.97,32.859092712402344,1.9816378206319367,76,5,1,1,1,1,1,0
97,0.98,33.050533294677734,2.033172779854223,76,5,1,1,1,1,1,0
98,0.99,33.115238189697266,1.883271160263213,76,5,1,1,1,1,1,0
99,1.0,33.24302291870117,1.82480109649461,76,5,1,1,1,1,1,0
100,1.01,33.2375373840332,1.738911657989284,76,5,1,1,1,1,1,0
101,1.02,33.13977813720703,1.8493560759196424,76,5,1,1,1,1,1,0
102,1.03,33.2915153503418,1.7527672857443346,76,5,1,1,1,1,1,0
103,1.04,33.387454986572266,1.836547835719431,76,5,1,1,1,1,1,0
104,1.05,33.06923294067383,1.7340717024427277,76,5,1,1,1,1,1,0
105,1.06,32.926963806152344,1.9016338021725947,76,5,1,1,1,1,1,0
106,1.07,33.161128997802734,1.908248922341937,76,5,1,1,1,1,1,0
107,1.08,33.03778076171875,1.6209302844984566,76,5,1,1,1,1,1,0
108,1.09,33.11100387573242,2.0428459003535044,76,5,1,1,1,1,1,0
109,1.1,33.02848434448242,1.9881693899731627,76,5,1,1,1,1,1,0
110,1.11,33.09435272216797,1.8870361065276327,76,5,1,1,1,1,1,0
111,1.12,33.196197509765625,1.8827058425902021,76,5,1,1,1,1,1,0
112,1.13,33.2122917175293,1.7800023796888749,76,5,1,1,1,1,1,0
113,1.14,32.867164611816406,1.777133936798753,76,5,1,1,1,1,1,0
114,1.15,33.37872314453125,1.9210671495113543,76,5,1,1,1,1,1,0
115,1.16,33.264404296875,1.8837725298169896,76,5,1,1,1,1,1,0
116,1.17,32.986385345458984,1.835045904689917,76,5,1,1,1,1,1,0
117,1.18,32.8429069519043,1.9180718968919201,76,5,1,1,1,1,1,0
118,1.19,32.847900390625,1.8950439335393137,76,5,1,1,1,1,1,0
119,1.2,33.03458023071289,1.7720341639279467,76,5,1,1,1,1,1,0
120,1.21,33.52070999145508,1.798614307668894,76,5,1,1,1,1,1,0
121,1.22,33.07332992553711,1.8950731675028667,76,5,1,1,1,1,1,0
122,1.23,33.11654281616211,1.8828465837597614,76,5,1,1,1,1,1,0
123,1.24,33.15224075317383,1.8072334559488967,76,5,1,1,1,1,1,0
124,1.25,32.79323196411133,1.8288233566996135,76,5,1,1,1,1,1,0
125,1.26,33.33129119873047,1.7636907503508712,76,5,1,1,1,1,1,0
126,1.27,32.985843658447266,1.8548352356062583,76,5,1,1,1,1,1,0
127,1.28,33.20576095581055,1.7900034941804528,76,5,1,1,1,1,1,0
128,1.29,33.052467346191406,1.8399463612603968,76,5,1,1,1,1,1,0
129,1.3,33.011199951171875,1.9326173552830017,76,5,1,1,1,1,1,0
130,1.31,33.187583923339844,1.7907273350319997,76,5,1,1,1,1,1,0
131,1.32,33.17144775390625,1.9256956996454804,76,5,1,1,1,1,1,0
132,1.33,33.248687744140625,1.8188174872728553,76,5,1,1,1,1,1,0
133,1.34,33.0118522644043,1.7281207158360712,76,5,1,1,1,1,1,0
134,1.35,33.16263198852539,1.8887808792612055,76,5,1,1,1,1,1,0
135,1.36,33.00931167602539,1.7700558143917162,76,5,1,1,1,1,1,0
136,1.37,32.83128356933594,1.9510469507741484,76,5,1,1,1,1,1,0
137,1.38,33.185176849365234,1.9868590520806901,76,5,1,1,1,1,1,0
138,1.39,33.17692947387695,1.8689558628986283,76,5,1,1,1,1,1,0
139,1.4,33.52606201171875,1.785641982098345,76,5,1,1,1,1,1,0
140,1.41,33.01424789428711,1.9152316199943011,76,5,1,1,1,1,1,0
141,1.42,33.123661041259766,1.914655710056355,76,5,1,1,1,1,1,0
142,1.43,33.304664611816406,1.8490531807971613,76,5,1,1,1,1,1,0
143,1.44,33.381248474121094,1.9803483814631224,76,5,1,1,1,1,1,0
144,1.45,32.96322250366211,1.9904283754537135,76,5,1,1,1,1,1,0
145,1.46,33.44127655029297,1.806798337725045,76,4,1,0,1,1,1,0
146,1.47,33.34897994995117,2.0630526152185427,76,5,1,1,1,1,1,0
147,1.48,33.060096740722656,1.8511911283700009,76,5,1,1,1,1,1,0
148,1.49,33.29865264892578,1.7718598132832764,76,5,1,1,1,1,1,0
149,1.5,33.309715270996094,1.7949112010062556,76,5,1,1,1,1,1,0
150,1.51,33.276466369628906,1.9352013519183884,76,5,1,1,1,1,1,0
151,1.52,33.02931213378906,1.8444535204450596,76,5,1,1,1,1,1,0
152,1.53,33.351837158203125,1.9289852316912666,76,5,1,1,1,1,1,0
153,1.54,33.35673522949219,1.6902983091865602,76,5,1,1,1,1,1,0
154,1.55,33.318389892578125,1.8895784446833657,76,5,1,1,1,1,1,0
155,1.56,33.37135314941406,1.9437342932982586,76,5,1,1,1,1,1,0
156,1.57,33.2741584777832,2.0310327460469613,76,5,1,1,1,1,1,0
157,1.58,33.14495086669922,1.7088321423293897,76,5,1,1,1,1,1,0
158,1.59,33.36796569824219,2.0041452266771165,76,5,1,1,1,1,1,0
159,1.6,33.118995666503906,1.951048182555163,76,5,1,1,1,1,1,0
160,1.61,33.218746185302734,1.7000280104211338,76,5,1,1,1,1,1,0
161,1.62,33.208702087402344,2.00129944664125,76,5,1,1,1,1,1,0
162,1.63,32.827266693115234,1.7044114040645575,76,5,1,1,1,1,1,0
163,1.64,32.866455078125,1.6732295038879086,76,5,1,1,1,1,1,0
164,1.65,32.754634857177734,1.7904765759525283,76,5,1,1,1,1,1,0
165,1.66,33.3090934753418,1.8380727028697406,76,5,1,1,1,1,1,0
166,1.67,33.26224899291992,1.7989696232398371,76,5,1,1,1,1,1,0
167,1.68,33.01524353027344,1.8232357487703075,76,5,1,1,1,1,1,0
168,1.69,33.257362365722656,2.0196510066386333,76,5,1,1,1,1,1,0
169,1.7,32.81718063354492,1.8976048183552747,76,5,1,1,1,1,1,0
170,1.71,33.0362663269043,1.8065703398533997,76,5,1,1,1,1,1,0
171,1.72,32.95632553100586,2.145741557094221,76,5,1,1,1,1,1,0
172,1.73,32.98501205444336,1.9068812263371944,76,5,1,1,1,1,1,0
173,1.74,32.888980865478516,1.995344941954697,76,5,1,1,1,1,1,0
174,1.75,33.13521194458008,1.924240468982494,76,5,1,1,1,1,1,0
175,1.76,32.73920822143555,1.9369315761492496,76,5,1,1,1,1,1,0
176,1.77,33.31610107421875,1.900865824141415,76,5,1,1,1,1,1,0
177,1.78,33.22032165527344,1.988690341943082,76,5,1,1,1,1,1,0
178,1.79,33.11503982543945,1.8046092566324392,76,5,1,1,1,1,1,0
179,1.8,32.98734664916992,1.6678664260009224,76,5,1,1,1,1,1,0
180,1.81,32.80146789550781,1.925974380235569,76,5,1,1,1,1,1,0
181,1.82,32.92020797729492,1.5992542264615948,76,5,1,1,1,1,1,0
182,1.83,33.08454895019531,1.966237586506943,76,5,1,1,1,1,1,0
183,1.84,33.095420837402344,1.6719458020210158,76,5,1,1,1,1,1,0
184,1.85,32.957942962646484,1.8793081617712069,76,5,1,1,1,1,1,0
185,1.86,33.192081451416016,2.0509004124616035,76,5,1,1,1,1,1,0
186,1.87,32.97489547729492,1.9932135860947533,76,5,1,1,1,1,1,0
187,1.88,32.64005661010742,1.8553171023556183,76,5,1,1,1,1,1,0
188,1.89,32.77705383300781,1.787115344089854,76,5,1,1,1,1,1,0
189,1.9,32.956260681152344,2.0466062614326352,76,5,1,1,1,1,1,0
190,1.91,32.69161605834961,1.77330292458319,76,5,1,1,1,1,1,0
191,1.92,32.97989273071289,1.9525897758911759,76,5,1,1,1,1,1,0
192,1.93,32.870460510253906,1.8608565247294975,76,5,1,1,1,1,1,0
193,1.94,33.053932189941406,1.8887314461947247,76,5,1,1,1,1,1,0
194,1.95,32.8494758605957,1.9556608514393967,76,5,1,1,1,1,1,0
195,1.96,32.889556884765625,2.0999314099042397,76,5,1,1,1,1,1,0
196,1.97,32.78251266479492,2.052438913389789,76,5,1,1,1,1,1,0
197,1.98,33.35361099243164,1.9332092902298423,76,5,1,1,1,1,1,0
198,1.99,33.01759719848633,2.0595402747265354,76,5,1,1,1,1,1,0
199,2.0,33.15157699584961,1.919300815122149,76,5,1,1,1,1,1,0
200,2.01,32.63338851928711,2.047560454468176,76,5,1,1,1,1,1,0
201,2.02,32.497833251953125,1.9175480978112291,76,5,1,1,1,1,1,0
202,2.03,32.81582260131836,1.9810384566505028,76,5,1,1,1,1,1,0
203,2.04,32.711360931396484,1.952508602739641,76,5,1,1,1,1,1,0
204,2.05,32.942291259765625,1.8355110766455887,76,5,1,1,1,1,1,0
205,2.06,32.76035690307617,2.002494591414274,76,5,1,1,1,1,1,0
206,2.07,33.115150451660156,2.0572286330036347,76,5,1,1,1,1,1,0
207,2.08,33.08421325683594,1.7908037207795704,76,5,1,1,1,1,1,0
208,2.09,32.82953643798828,1.8683161852482684,76,5,1,1,1,1,1,0
209,2.1,33.1275749206543,2.046383520587113,76,5,1,1,1,1,1,0
210,2.11,32.91475296020508,1.7896134173373828,76,5,1,1,1,1,1,0
211,2.12,33.21302795410156,2.0463111013588726,76,5,1,1,1,1,1,0
212,2.13,33.40244674682617,1.933522228793064,76,5,1,1,1,1,1,0
213,2.14,33.462013244628906,1.9463066078167162,76,5,1,1,1,1,1,0
214,2.15,33.3095817565918,1.704698438182257,76,5,1,1,1,1,1,0
215,2.16,33.33061981201172,1.8189571528550257,76,5,1,1,1,1,1,0
216,2.17,33.337554931640625,1.986677108765402,76,5,1,1,1,1,1,0
217,2.18,33.0345573425293,1.9294053690533495,76,5,1,1,1,1,1,0
218,2.19,33.19083023071289,2.2345701202780077,76,5,1,1,1,1,1,0
219,2.2,33.227481842041016,2.0217831768943073,76,5,1,1,1,1,1,0
220,2.21,33.207942962646484,1.93219868629556,76,5,1,1,1,1,1,0
221,2.22,33.17054748535156,1.960129799732437,76,5,1,1,1,1,1,0
222,2.23,33.09324264526367,1.692478608717787,76,6,1,1,1,1,1,1
223,2.24,33.12226104736328,1.8062660143761275,76,5,1,1,1,1,1,0
224,2.25,33.43926239013672,1.879360034861388,76,4,0,1,1,1,1,0
225,2.26,33.41313552856445,1.6199049076473535,76,5,1,1,1,1,1,0
226,2.27,33.180328369140625,2.0088017352746266,76,5,1,1,1,1,1,0
227,2.28,33.40845489501953,2.0003466481260306,76,5,1,1,1,1,1,0
228,2.29,33.345977783203125,1.8749982031364076,76,5,1,1,1,1,1,0
229,2.3,33.28105926513672,2.1808237755749897,76,4,1,1,0,1,1,0
230,2.31,33.08599853515625,2.0106018592584958,76,5,1,1,1,1,1,0
231,2.32,33.040740966796875,1.980959893490301,76,5,1,1,1,1,1,0
232,2.33,33.30027389526367,2.012880254045447,76,5,1,1,1,1,1,0
233,2.34,33.206329345703125,2.062085495605695,76,4,1,1,0,1,1,0
234,2.35,33.06788635253906,1.8738715052904449,76,5,1,1,1,1,1,0
235,2.36,33.122474670410156,1.7700031517602797,76,5,1,1,1,1,1,0
236,2.37,33.690513610839844,2.05051275921435,76,5,1,1,1,1,1,0
237,2.38,33.234169006347656,1.8255385198533995,76,5,1,1,1,1,1,0
238,2.39,33.42733383178711,1.814997180283019,76,5,1,1,1,1,1,0
239,2.4,33.61335372924805,1.8966561142979073,76,4,1,1,0,1,1,0
240,2.41,33.43895721435547,1.943527600289949,76,4,1,1,0,1,1,0
241,2.42,33.65021896362305,1.9285978625898015,76,5,1,1,1,1,1,0
242,2.43,33.575538635253906,2.1776373626113115,76,4,1,1,0,1,1,0
243,2.44,33.20566940307617,2.019156336091762,76,5,1,1,1,1,1,0
244,2.45,32.921817779541016,1.9783825303866087,76,5,1,1,1,1,1,0
245,2.46,33.09878158569336,1.9348098842900843,76,5,1,1,1,1,1,0
246,2.47,33.016841888427734,2.0666445212138616,76,5,1,1,1,1,1,0
247,2.48,33.184837341308594,2.0654778891468486,76,5,1,1,1,1,1,0
248,2.49,32.93743133544922,1.9953955573210589,76,5,1,1,1,1,1,0
249,2.5,32.94207000732422,1.8610469972455081,76,4,1,1,0,1,1,0
250,2.51,33.13761520385742,2.055937515593451,76,5,1,1,1,1,1,0
251,2.52,32.985008239746094,2.158103322782266,76,5,1,1,1,1,1,0
252,2.53,33.28754425048828,2.054167718835097,76,5,1,1,1,1,1,0
253,2.54,33.39021682739258,1.9914799754659436,76,5,1,1,1,1,1,0
254,2.55,33.45941925048828,2.138082162563192,76,5,1,1,1,1,1,0
255,2.56,33.449729919433594,1.8023087475019584,76,3,0,1,0,1,1,0
256,2.57,33.68195343017578,1.9619616124043782,76,4,0,1,1,1,1,0
257,2.58,33.5561637878418,1.948689587185199,76,4,0,1,1,1,1,0
258,2.59,33.55372619628906,2.1263333370113613,76,4,0,1,1,1,1,0
259,2.6,33.20195007324219,1.953710548949688,76,4,0,1,1,1,1,0
260,2.61,33.20017623901367,1.861047427681179,76,4,0,1,1,1,1,0
261,2.62,33.28994369506836,1.7998601562460883,76,4,0,1,1,1,1,0
262,2.63,33.24576950073242,1.8204943025511555,76,4,0,1,1,1,1,0
263,2.64,33.29682540893555,2.1534386826181158,76,4,0,1,1,1,1,0
264,2.65,33.460487365722656,1.8283345282605985,76,4,0,1,1,1,1,0
265,2.66,33.39596939086914,1.7797186811369825,76,4,0,1,1,1,1,0
266,2.67,33.42549514770508,1.9069110590180398,76,4,0,1,1,1,1,0
267,2.68,33.511756896972656,2.0786820711386103,76,4,0,1,1,1,1,0
268,2.69,33.57329559326172,1.9976452446471542,76,4,0,1,1,1,1,0
269,2.7,33.40159225463867,1.996020448752306,76,4,0,1,1,1,1,0
270,2.71,33.482154846191406,1.814693784503518,76,5,1,1,1,1,1,0
271,2.72,33.80549240112305,1.887037420527639,76,4,0,1,1,1,1,0
272,2.73,33.573177337646484,2.058663454999291,76,4,0,1,1,1,1,0
273,2.74,33.49415969848633,1.9731423681688205,76,4,0,1,1,1,1,0
274,2.75,33.36354064941406,1.876968233716511,76,5,1,1,1,1,1,0
275,2.76,33.613216400146484,1.862391337869686,76,4,0,1,1,1,1,0
276,2.77,33.64348602294922,1.9544292996510584,76,3,0,0,1,1,1,0
277,2.78,33.390625,1.9432645360126088,76,3,0,1,0,1,1,0
278,2.79,33.22314453125,1.8240619529162683,76,4,0,1,1,1,1,0
279,2.8,33.451053619384766,1.8352929644965967,76,3,0,1,0,1,1,0
280,2.81,33.56331253051758,1.9347359505267752,76,4,0,1,1,1,1,0
281,2.82,33.152931213378906,2.008033376409679,76,4,0,1,1,1,1,0
282,2.83,33.35565185546875,1.8603749445003703,76,4,0,1,1,1,1,0
283,2.84,33.1041374206543,2.0240800123139753,76,4,0,1,1,1,1,0
284,2.85,32.94355773925781,2.051684516857764,76,5,1,1,1,1,1,0
285,2.86,33.17515563964844,2.116082161449753,76,4,0,1,1,1,1,0
286,2.87,33.24229049682617,2.12240492178082,76,4,0,1,1,1,1,0
287,2.88,33.184871673583984,1.843715303582505,76,5,1,1,1,1,1,0
288,2.89,33.06452560424805,1.7034931493623067,76,5,1,1,1,1,1,0
289,2.9,32.625911712646484,2.106702190458861,76,5,1,1,1,1,1,0
290,2.91,33.08332061767578,1.8504635567274474,76,5,1,1,1,1,1,0
291,2.92,33.47624206542969,2.0128111779048314,76,5,1,1,1,1,1,0
292,2.93,33.08406066894531,1.7368064363349367,76,5,1,1,1,1,1,0
293,2.94,33.33176803588867,1.9325084920078415,76,5,1,1,1,1,1,0
294,2.95,33.330963134765625,1.8698855458042754,76,4,0,1,1,1,1,0
295,2.96,33.26402282714844,1.9258488142651353,76,4,0,1,1,1,1,0
296,2.97,33.57915115356445,2.1869614613365846,76,4,0,1,1,1,1,0
297,2.98,33.264137268066406,2.0878697920516585,76,5,1,1,1,1,1,0
298,2.99,33.196510314941406,2.0358288213596034,76,4,0,1,1,1,1,0
299,3.0,33.55659103393555,1.8817284369461433,76,4,0,1,1,1,1,0
300,3.01,33.427154541015625,1.9599484113857293,76,3,0,1,0,1,1,0
301,3.02,33.44511032104492,2.030242807692007,76,4,0,1,1,1,1,0
302,3.03,33.62778091430664,1.9492781679412379,76,5,1,1,1,1,1,0
303,3.04,34.04733657836914,2.023384872028077,76,4,0,1,1,1,1,0
304,3.05,33.728633880615234,2.1786420859173794,76,4,0,1,1,1,1,0
305,3.06,33.46245193481445,1.9769907090827252,76,4,0,1,1,1,1,0
306,3.07,33.710628509521484,2.1023852290120066,76,4,0,1,1,1,1,0
307,3.08,33.92909622192383,2.082158109858368,76,4,0,1,1,1,1,0
308,3.09,33.589717864990234,1.9281564341449648,76,4,0,1,1,1,1,0
309,3.1,33.65977478027344,2.0966876306193742,76,4,0,1,1,1,1,0
310,3.11,33.496726989746094,2.006335925016354,76,4,0,1,1,1,1,0
311,3.12,33.597145080566406,1.9722843229256204,76,4,0,1,1,1,1,0
312,3.13,33.34579086303711,2.0426930397735106,76,4,0,1,1,1,1,0
313,3.14,33.82537078857422,1.8601911294892333,76,4,0,1,1,1,1,0
314,3.15,34.15891647338867,2.171500029467295,76,4,0,1,1,1,1,0
315,3.16,33.98237228393555,2.286240349821091,76,4,0,1,1,1,1,0
316,3.17,34.00522994995117,2.128002989292691,76,4,0,1,1,1,1,0
317,3.18,33.70225143432617,2.0590006343114062,76,4,0,1,1,1,1,0
318,3.19,33.69524383544922,2.2913338400608017,76,4,0,1,1,1,1,0
319,3.2,33.73081588745117,2.1782068027396893,76,4,0,1,1,1,1,0
320,3.21,33.59632110595703,2.164992751887601,76,4,0,1,1,1,1,0
321,3.22,33.610294342041016,2.1947898183757335,76,4,0,1,1,1,1,0
322,3.23,33.662723541259766,2.102594598736901,76,4,0,1,1,1,1,0
323,3.24,33.759490966796875,1.852375580475597,76,4,0,1,1,1,1,0
324,3.25,33.70790100097656,2.087247538211592,76,4,0,1,1,1,1,0
325,3.26,33.798946380615234,2.2812709317902744,76,4,0,1,1,1,1,0
326,3.27,33.779296875,2.2662998233988296,76,4,0,1,1,1,1,0
327,3.28,33.61506271362305,2.3077258785377537,76,4,0,1,1,1,1,0
328,3.29,33.667724609375,2.2009334227929576,76,4,0,1,1,1,1,0
329,3.3,33.615501403808594,2.3083780878289515,76,4,0,1,1,1,1,0
330,3.31,33.96514892578125,2.2114520057596283,76,4,0,1,1,1,1,0
331,3.32,33.98875045776367,2.278330253746805,76,4,0,1,1,1,1,0
332,3.33,33.90947341918945,2.123324351558528,76,4,0,1,1,1,1,0
333,3.34,34.048858642578125,2.192806752233168,76,4,0,1,1,1,1,0
334,3.35,34.363670349121094,2.200799481175311,76,4,0,1,1,1,1,0
335,3.36,34.423370361328125,2.12574809901621,76,4,0,1,1,1,1,0
336,3.37,34.54186248779297,2.285039892874239,76,4,0,1,1,1,1,0
337,3.38,34.039005279541016,2.0561383074593538,76,4,0,1,1,1,1,0
338,3.39,34.12955093383789,2.0989514536083056,76,4,0,1,1,1,1,0
339,3.4,34.17130661010742,2.1681801487598245,76,4,0,1,1,1,1,0
340,3.41,33.89280319213867,2.2494466482740068,76,4,0,1,1,1,1,0
341,3.42,33.9176025390625,2.007339539539165,76,4,0,1,1,1,1,0
342,3.43,33.8146858215332,2.07413211920289,76,5,1,1,1,1,1,0
343,3.44,34.16404724121094,2.244950021985128,76,5,1,1,1,1,1,0
344,3.45,33.86555480957031,1.9244491938523358,76,5,1,1,1,1,1,0
345,3.46,33.6846923828125,2.022201356849166,76,5,1,1,1,1,1,0
346,3.47,33.626686096191406,2.044140024103254,76,5,1,1,1,1,1,0
347,3.48,33.45450973510742,2.1264534508356694,76,5,1,1,1,1,1,0
348,3.49,33.9364128112793,2.19095673865797,76,4,0,1,1,1,1,0
349,3.5,33.91163635253906,1.7974681536316464,76,4,0,1,1,1,1,0
350,3.51,33.66658020019531,2.1866136360020514,76,4,0,1,1,1,1,0
351,3.52,33.82129669189453,1.9320731497250965,76,4,0,1,1,1,1,0
352,3.53,33.788063049316406,2.299434206164347,76,4,0,1,1,1,1,0
353,3.54,33.56731414794922,2.1383394968638965,76,4,0,1,1,1,1,0
354,3.55,33.56303787231445,1.994843058521346,76,4,0,1,1,1,1,0
355,3.56,33.49827194213867,2.403037102692917,76,4,0,1,1,1,1,0
