frame,time_ns,binder_target_com_a,min_heavy_atom_distance_a,ca_contacts_le_8a,hotspots_contacting,hotspot_45_contact,hotspot_47_contact,hotspot_48_contact,hotspot_50_contact,hotspot_52_contact,hotspot_56_contact
35,0.36,32.954994201660156,1.9072829664942823,76,5,1,1,1,1,1,0
36,0.37,33.0286865234375,1.9155639304195728,76,5,1,1,1,1,1,0
37,0.38,33.11919403076172,1.7023507504042779,76,5,1,1,1,1,1,0
38,0.39,32.84101867675781,1.8857873153774922,76,4,0,1,1,1,1,0
39,0.4,32.96756362915039,1.8060422159409555,76,5,1,1,1,1,1,0
40,0.41,33.238582611083984,1.9385206941849698,76,5,1,1,1,1,1,0
41,0.42,33.21638488769531,1.7433604261799465,76,5,1,1,1,1,1,0
42,0.43,33.30904006958008,1.8229111179256892,76,4,0,1,1,1,1,0
43,0.44,33.09073257446289,1.7624138794575381,76,4,0,1,1,1,1,0
44,0.45,33.4462890625,1.8188771676583202,76,4,0,1,1,1,1,0
45,0.46,32.964786529541016,1.7983323149498571,76,4,0,1,1,1,1,0
46,0.47,33.16286849975586,1.982246933480614,76,5,1,1,1,1,1,0
47,0.48,33.45508575439453,1.7488587238439504,76,4,0,1,1,1,1,0
48,0.49,33.34247589111328,1.8628982245245274,76,4,0,1,1,1,1,0
49,0.5,33.1157112121582,1.8372311375048151,76,5,1,1,1,1,1,0
50,0.51,33.022247314453125,1.6192608142984568,76,5,1,1,1,1,1,0
51,0.52,32.91449737548828,1.8164839297947077,76,5,1,1,1,1,1,0
52,0.53,32.89760208129883,1.9690064200932171,76,5,1,1,1,1,1,0
53,0.54,33.38482666015625,1.88971459631547,76,5,1,1,1,1,1,0
54,0.55,32.913177490234375,1.789526684812353,76,5,1,1,1,1,1,0
55,0.56,33.437381744384766,2.0361016270895953,76,5,1,1,1,1,1,0
56,0.57,33.07608413696289,1.7511439306763197,76,5,1,1,1,1,1,0
57,0.58,33.06485366821289,2.024473216923886,76,5,1,1,1,1,1,0
58,0.59,33.06694412231445,1.8948601599160848,76,4,0,1,1,1,1,0
59,0.6,33.4370231628418,1.8911932876971769,76,5,1,1,1,1,1,0
60,0.61,33.154296875,1.8771004023301074,76,5,1,1,1,1,1,0
61,0.62,33.18510437011719,1.6926007464844217,76,4,0,1,1,1,1,0
62,0.63,33.57056427001953,1.8844903992732362,76,5,1,1,1,1,1,0
63,0.64,33.078189849853516,1.7104702906317233,76,4,0,1,1,1,1,0
64,0.65,33.08169937133789,1.905307895890707,76,4,0,1,1,1,1,0
65,0.66,32.96916961669922,1.8937820264715932,76,4,0,1,1,1,1,0
66,0.67,32.636932373046875,1.8108868393773474,76,5,1,1,1,1,1,0
67,0.68,32.56687927246094,1.7243569437692436,76,5,1,1,1,1,1,0
68,0.69,32.901248931884766,1.8037143006453802,76,5,1,1,1,1,1,0
69,0.7,32.70078659057617,1.8720655928174734,76,4,0,1,1,1,1,0
70,0.71,32.650367736816406,1.7851047602676207,76,4,0,1,1,1,1,0
71,0.72,32.6769905090332,1.8853089064866089,76,4,0,1,1,1,1,0
72,0.73,32.65883255004883,1.8327321570356154,76,5,1,1,1,1,1,0
73,0.74,32.9058952331543,1.7725088780579088,76,5,1,1,1,1,1,0
74,0.75,32.83499526977539,1.8246697180897173,76,4,0,1,1,1,1,0
75,0.76,33.04737091064453,1.8729967871690458,76,4,0,1,1,1,1,0
76,0.77,32.86795425415039,1.8788283670215167,76,4,0,1,1,1,1,0
77,0.78,32.88019561767578,1.8279473930529533,76,4,0,1,1,1,1,0
78,0.79,33.09294128417969,1.8580393673269797,76,4,0,1,1,1,1,0
79,0.8,32.7588005065918,1.7064004135126851,76,4,0,1,1,1,1,0
80,0.81,32.889183044433594,1.6924210302150324,76,4,0,1,1,1,1,0
81,0.82,32.987144470214844,1.7179612208268926,76,5,1,1,1,1,1,0
82,0.83,33.18103790283203,1.7964976828890797,76,4,0,1,1,1,1,0
83,0.84,33.28479766845703,1.8063475927920138,76,5,1,1,1,1,1,0
84,0.85,33.1920280456543,1.7856349749634735,76,4,0,1,1,1,1,0
85,0.86,33.276397705078125,1.861022455730306,76,4,0,1,1,1,1,0
86,0.87,33.0107307434082,1.773385868784454,76,4,0,1,1,1,1,0
87,0.88,33.19603729248047,1.8645621841832203,76,3,0,0,1,1,1,0
88,0.89,32.965084075927734,2.0599545305312734,76,4,0,1,1,1,1,0
89,0.9,32.7343864440918,1.8080362683687679,76,4,0,1,1,1,1,0
90,0.91,32.92462158203125,1.9657598308690432,76,4,0,1,1,1,1,0
91,0.92,32.793243408203125,1.9221315861867094,76,4,0,1,1,1,1,0
92,0.93,33.02552032470703,1.8604566313047677,76,4,0,1,1,1,1,0
93,0.94,33.21675109863281,1.9197394313429985,76,4,0,1,1,1,1,0
94,0.95,32.988319396972656,1.962395183901392,76,4,0,1,1,1,1,0
95,0.96,32.82182312011719,1.8352392222730234,76,4,0,1,1,1,1,0
96,0.97,32.71554183959961,1.9206531129265207,76,4,0,1,1,1,1,0
97,0.98,32.59636306762695,1.9087959033231299,76,4,0,1,1,1,1,0
98,0.99,32.872314453125,1.7272244082673074,76,4,0,1,1,1,1,0
99,1.0,33.07358169555664,1.8149626841055033,76,4,0,1,1,1,1,0
100,1.01,32.829586029052734,1.8681010456416194,76,4,0,1,1,1,1,0
101,1.02,32.941131591796875,1.7652495469879912,76,4,0,1,1,1,1,0
102,1.03,32.939151763916016,1.8496439278777028,76,4,0,1,1,1,1,0
103,1.04,32.752925872802734,2.050827817934527,76,4,0,1,1,1,1,0
104,1.05,32.81774139404297,1.8681774531628017,76,4,0,1,1,1,1,0
105,1.06,32.61199951171875,1.70179304101942,76,4,0,1,1,1,1,0
106,1.07,32.5977897644043,1.7951318608496776,76,4,0,1,1,1,1,0
107,1.08,32.82524871826172,1.6979075427843777,76,4,0,1,1,1,1,0
108,1.09,32.77192306518555,1.793038724982576,76,4,0,1,1,1,1,0
109,1.1,32.551673889160156,1.7436175237492226,76,5,1,1,1,1,1,0
110,1.11,32.465049743652344,1.9177603159733343,76,4,0,1,1,1,1,0
111,1.12,32.73371887207031,1.933002734806495,76,4,0,1,1,1,1,0
112,1.13,32.79124069213867,2.0022739925868516,76,4,0,1,1,1,1,0
113,1.14,32.77733612060547,1.7272011456880585,76,4,0,1,1,1,1,0
114,1.15,32.62600326538086,1.7808693183940456,76,4,0,1,1,1,1,0
115,1.16,32.7117919921875,1.8874284282600526,76,4,0,1,1,1,1,0
116,1.17,32.91181945800781,1.7626381097908974,76,4,0,1,1,1,1,0
117,1.18,33.06336975097656,1.7470846129417732,76,4,0,1,1,1,1,0
118,1.19,32.95301055908203,1.8980286862134044,76,4,0,1,1,1,1,0
119,1.2,32.836448669433594,1.8634616698901405,76,4,0,1,1,1,1,0
120,1.21,32.621803283691406,1.8591411010332661,76,4,0,1,1,1,1,0
121,1.22,32.735511779785156,1.967660652403705,76,5,1,1,1,1,1,0
122,1.23,32.89957809448242,1.9321240208207395,76,4,0,1,1,1,1,0
123,1.24,32.84002685546875,1.9988469828640287,76,4,0,1,1,1,1,0
124,1.25,33.10919189453125,1.8249653935795285,76,4,0,1,1,1,1,0
125,1.26,32.780399322509766,1.9480745248225486,76,4,0,1,1,1,1,0
126,1.27,33.14192581176758,1.7596860935141738,76,4,0,1,1,1,1,0
127,1.28,32.71973419189453,1.7934366287748056,76,4,0,1,1,1,1,0
128,1.29,32.895668029785156,1.833574559855632,76,4,0,1,1,1,1,0
129,1.3,32.479915618896484,1.7808995697686372,76,4,0,1,1,1,1,0
130,1.31,32.46902084350586,1.8418731757793372,76,4,0,1,1,1,1,0
131,1.32,32.461669921875,1.8579846405354443,76,4,0,1,1,1,1,0
132,1.33,32.62016296386719,1.938502289270412,76,4,0,1,1,1,1,0
133,1.34,32.598087310791016,1.839212433156613,76,4,0,1,1,1,1,0
134,1.35,32.71300506591797,1.7727438389194219,76,4,0,1,1,1,1,0
135,1.36,32.86846160888672,1.9277949252799051,76,4,0,1,1,1,1,0
136,1.37,33.03895950317383,1.7465988171253803,76,4,0,1,1,1,1,0
137,1.38,32.98677062988281,1.9931179467895561,76,4,0,1,1,1,1,0
138,1.39,32.78961181640625,1.7502882322293831,76,4,0,1,1,1,1,0
139,1.4,32.658512115478516,1.674575723692127,76,4,0,1,1,1,1,0
140,1.41,32.668983459472656,1.8945750905101824,76,4,0,1,1,1,1,0
141,1.42,32.75883865356445,1.8556393326206078,76,4,0,1,1,1,1,0
142,1.43,32.476009368896484,1.7306985430532067,76,5,1,1,1,1,1,0
143,1.44,32.58140563964844,2.034036239622318,76,4,0,1,1,1,1,0
144,1.45,32.84710693359375,1.9329263044713296,76,4,0,1,1,1,1,0
145,1.46,32.625492095947266,1.595616410593652,76,4,0,1,1,1,1,0
146,1.47,32.5009651184082,1.714584228120765,76,4,0,1,1,1,1,0
147,1.48,32.46613311767578,1.8376624958098269,76,4,0,1,1,1,1,0
148,1.49,32.48067855834961,1.7487709298290501,76,4,0,1,1,1,1,0
149,1.5,32.61330795288086,1.6942809154473604,76,4,0,1,1,1,1,0
150,1.51,32.58399200439453,1.5999370429052933,76,5,1,1,1,1,1,0
151,1.52,32.995506286621094,1.7265540997786444,76,4,0,1,1,1,1,0
152,1.53,32.79911804199219,1.9759573693880181,76,4,0,1,1,1,1,0
153,1.54,32.652618408203125,1.7868424886164835,76,4,0,1,1,1,1,0
154,1.55,32.9069709777832,1.7700579695186407,76,4,0,1,1,1,1,0
155,1.56,32.37069320678711,1.9081384488797877,76,4,0,1,1,1,1,0
156,1.57,32.53731155395508,1.765901862282936,76,4,0,1,1,1,1,0
157,1.58,32.394935607910156,1.812873311506006,76,5,1,1,1,1,1,0
158,1.59,32.586246490478516,1.7902268045542316,76,4,0,1,1,1,1,0
159,1.6,32.30680847167969,1.6389676655077405,76,4,0,1,1,1,1,0
160,1.61,32.51036071777344,1.8357787348362953,76,4,0,1,1,1,1,0
161,1.62,32.67488098144531,1.8773677189261206,76,4,0,1,1,1,1,0
162,1.63,32.28604507446289,1.8786688616938325,76,5,1,1,1,1,1,0
163,1.64,32.11607360839844,1.9651511983058285,76,4,0,1,1,1,1,0
164,1.65,32.289222717285156,1.6609937666874102,76,4,0,1,1,1,1,0
165,1.66,32.4445915222168,1.6950203314343548,76,4,0,1,1,1,1,0
166,1.67,32.35982894897461,1.7887134962585862,76,5,1,1,1,1,1,0
167,1.68,32.6251106262207,1.8911932070080886,76,5,1,1,1,1,1,0
168,1.69,32.77473449707031,1.9029947655662691,76,5,1,1,1,1,1,0
169,1.7,32.69124221801758,1.820028184945306,76,4,0,1,1,1,1,0
170,1.71,32.54962921142578,1.868713049487233,76,4,0,1,1,1,1,0
171,1.72,32.38983154296875,1.6741000426410961,76,4,0,1,1,1,1,0
172,1.73,32.35985565185547,1.7947152611634969,76,4,0,1,1,1,1,0
173,1.74,32.48060607910156,1.859727412941172,76,5,1,1,1,1,1,0
174,1.75,32.36320114135742,2.064599674033415,76,4,0,1,1,1,1,0
175,1.76,32.2412109375,1.628773861158519,76,5,1,1,1,1,1,0
176,1.77,32.73922348022461,1.8830797755083768,76,5,1,1,1,1,1,0
177,1.78,32.42204284667969,1.6667675957262174,76,5,1,1,1,1,1,0
178,1.79,32.84190368652344,1.7144984837181598,76,5,1,1,1,1,1,0
179,1.8,32.14509963989258,1.5428874434724669,76,5,1,1,1,1,1,0
180,1.81,32.645416259765625,1.715574680507103,76,4,0,1,1,1,1,0
181,1.82,32.37242889404297,1.8486207453892896,76,4,0,1,1,1,1,0
182,1.83,32.677268981933594,1.7767682430366785,76,4,0,1,1,1,1,0
183,1.84,32.807525634765625,1.8315615211181604,76,4,0,1,1,1,1,0
184,1.85,32.807228088378906,1.8792605500255741,76,4,0,1,1,1,1,0
185,1.86,32.941017150878906,1.821591074576996,76,4,0,1,1,1,1,0
186,1.87,32.585506439208984,1.7424938561987597,76,5,1,1,1,1,1,0
187,1.88,32.77684020996094,1.864002632402426,76,4,0,1,1,1,1,0
188,1.89,32.98801803588867,1.7722601044123556,76,4,0,1,1,1,1,0
189,1.9,33.23725891113281,1.7405172881357929,76,5,1,1,1,1,1,0
190,1.91,33.06785202026367,1.8203546501524657,76,4,0,1,1,1,1,0
191,1.92,32.854591369628906,1.7765415016356128,76,4,0,1,1,1,1,0
192,1.93,33.30730438232422,2.043353902065644,76,5,1,1,1,1,1,0
193,1.94,33.16836166381836,1.8037158656751644,76,4,0,1,1,1,1,0
194,1.95,33.17091369628906,1.951130765492526,76,4,0,1,1,1,1,0
195,1.96,32.9456901550293,1.8755548812749268,76,4,0,1,1,1,1,0
196,1.97,32.611881256103516,1.6516660290140555,76,4,0,1,1,1,1,0
197,1.98,32.76530456542969,1.7930414481791204,76,4,0,1,1,1,1,0
198,1.99,32.687320709228516,1.6978254947275397,76,4,0,1,1,1,1,0
199,2.0,32.95224380493164,1.8458044077710731,76,4,0,1,1,1,1,0
200,2.01,33.1488151550293,1.9233592195086011,76,4,0,1,1,1,1,0
201,2.02,33.26142501831055,1.78171478311543,76,4,0,1,1,1,1,0
202,2.03,33.25188446044922,1.702851947364658,76,4,0,1,1,1,1,0
203,2.04,32.83403015136719,1.7596890634382212,76,4,0,1,1,1,1,0
204,2.05,32.746795654296875,1.9531281671870897,76,4,0,1,1,1,1,0
205,2.06,32.75370407104492,1.955838970654827,76,4,0,1,1,1,1,0
206,2.07,32.73004913330078,1.9053849736008388,76,4,0,1,1,1,1,0
207,2.08,32.44956588745117,1.8420097471145054,76,4,0,1,1,1,1,0
208,2.09,32.553619384765625,1.73781002216397,76,4,0,1,1,1,1,0
209,2.1,32.927734375,1.7215097268836341,76,4,0,1,1,1,1,0
210,2.11,33.05297088623047,1.7315312447842692,76,4,0,1,1,1,1,0
211,2.12,32.94166564941406,1.9962946052364572,76,4,0,1,1,1,1,0
212,2.13,32.899959564208984,1.8305783818118215,76,4,0,1,1,1,1,0
213,2.14,33.12711715698242,1.687541997093792,76,4,0,1,1,1,1,0
214,2.15,32.83510208129883,1.9212765765172806,76,4,0,1,1,1,1,0
215,2.16,32.933536529541016,1.8210162450666956,76,4,0,1,1,1,1,0
216,2.17,33.09128189086914,1.8210408020338915,76,4,0,1,1,1,1,0
217,2.18,33.106788635253906,1.8390535574313986,76,4,0,1,1,1,1,0
218,2.19,33.10003662109375,1.7471371148734711,76,4,0,1,1,1,1,0
219,2.2,33.131004333496094,1.7470548022839045,76,4,0,1,1,1,1,0
220,2.21,32.80121994018555,1.9182551371005556,76,4,0,1,1,1,1,0
221,2.22,32.973838806152344,1.9810565048753723,76,4,0,1,1,1,1,0
222,2.23,32.93605041503906,1.9268100557613357,76,4,0,1,1,1,1,0
223,2.24,33.043006896972656,1.9630101899254162,76,5,1,1,1,1,1,0
224,2.25,32.970481872558594,1.6307373887827403,76,4,0,1,1,1,1,0
225,2.26,32.72044372558594,1.7905836353722884,76,4,0,1,1,1,1,0
226,2.27,32.58946228027344,1.8333907835488497,76,4,0,1,1,1,1,0
227,2.28,32.6969108581543,1.8877741807328843,76,4,0,1,1,1,1,0
228,2.29,33.09223556518555,1.9225481020919384,76,4,0,1,1,1,1,0
229,2.3,32.6826286315918,1.9299241314958466,76,4,0,1,1,1,1,0
230,2.31,32.864810943603516,1.6538699419642358,76,5,1,1,1,1,1,0
231,2.32,33.20668029785156,1.77834168841867,76,5,1,1,1,1,1,0
232,2.33,32.75886917114258,1.831771705866905,76,4,0,1,1,1,1,0
233,2.34,32.91975402832031,1.7393687591840237,76,4,0,1,1,1,1,0
234,2.35,33.0420036315918,2.0412975717361483,76,4,0,1,1,1,1,0
235,2.36,33.23046112060547,1.7868700983973136,76,4,0,1,1,1,1,0
236,2.37,32.86501693725586,1.9253588176087568,76,4,0,1,1,1,1,0
237,2.38,32.738948822021484,1.8149376455490107,76,4,0,1,1,1,1,0
238,2.39,33.03032302856445,1.8898183349853093,76,4,0,1,1,1,1,0
239,2.4,32.900535583496094,1.9034977538047213,76,4,0,1,1,1,1,0
240,2.41,32.9554557800293,1.8180724909711912,76,4,0,1,1,1,1,0
241,2.42,32.79149627685547,1.8033846749984237,76,4,0,1,1,1,1,0
242,2.43,33.03387451171875,1.7757871042227582,76,4,0,1,1,1,1,0
243,2.44,32.98712921142578,1.714786498906057,76,4,0,1,1,1,1,0
244,2.45,33.15541076660156,1.889548156662428,76,4,0,1,1,1,1,0
245,2.46,33.20410919189453,1.9923347701430978,76,4,0,1,1,1,1,0
246,2.47,32.87331771850586,1.7793797653256023,76,4,0,1,1,1,1,0
247,2.48,32.96826171875,2.0006226905514923,76,4,0,1,1,1,1,0
248,2.49,33.12126159667969,1.7942365785912404,76,4,0,1,1,1,1,0
249,2.5,33.11225509643555,1.9002378118164975,76,4,0,1,1,1,1,0
250,2.51,32.97343826293945,2.0083329844299977,76,4,0,1,1,1,1,0
251,2.52,33.13685607910156,1.8287700501283954,76,4,0,1,1,1,1,0
252,2.53,32.97520065307617,1.824748738593196,76,4,0,1,1,1,1,0
253,2.54,33.15068054199219,1.9157006247521602,76,4,0,1,1,1,1,0
254,2.55,33.16169738769531,1.8923548589622616,76,4,0,1,1,1,1,0
255,2.56,33.22531509399414,1.791224233024161,76,4,0,1,1,1,1,0
256,2.57,32.91781234741211,1.7676226384313565,76,4,0,1,1,1,1,0
257,2.58,33.47086715698242,1.8426353647141174,76,4,0,1,1,1,1,0
258,2.59,32.98873519897461,1.981565210533561,76,4,0,1,1,1,1,0
259,2.6,32.963043212890625,1.943037035929783,76,4,0,1,1,1,1,0
260,2.61,33.018531799316406,1.9647112452251267,76,4,0,1,1,1,1,0
261,2.62,32.8984375,1.722379545706415,76,4,0,1,1,1,1,0
262,2.63,33.172340393066406,1.8030523656435407,76,4,0,1,1,1,1,0
263,2.64,32.85448455810547,1.7907854379467525,76,4,0,1,1,1,1,0
264,2.65,32.792625427246094,1.8306827418092904,76,4,0,1,1,1,1,0
265,2.66,33.030033111572266,1.9611698645356666,76,4,0,1,1,1,1,0
266,2.67,32.945335388183594,1.9045984737160637,76,4,0,1,1,1,1,0
267,2.68,32.9719123840332,1.8602132006597112,76,4,0,1,1,1,1,0
268,2.69,33.16146469116211,1.7402899007451154,76,4,0,1,1,1,1,0
269,2.7,33.045658111572266,1.935377431727027,76,4,0,1,1,1,1,0
270,2.71,32.92084884643555,1.7891366532541415,76,4,0,1,1,1,1,0
271,2.72,32.66355514526367,1.801250777667373,76,4,0,1,1,1,1,0
272,2.73,32.91514587402344,1.7775833981637896,76,4,0,1,1,1,1,0
273,2.74,32.932857513427734,1.9891951201323936,76,4,0,1,1,1,1,0
274,2.75,33.02504348754883,1.6898799804073998,76,4,0,1,1,1,1,0
275,2.76,33.32856369018555,1.8660393158436361,76,4,0,1,1,1,1,0
276,2.77,33.139495849609375,1.8178263433991357,76,4,0,1,1,1,1,0
277,2.78,32.97013473510742,1.7645996063293723,76,4,0,1,1,1,1,0
278,2.79,32.795833587646484,1.9775735865076853,76,4,0,1,1,1,1,0
279,2.8,32.761348724365234,1.8760309177665362,76,4,0,1,1,1,1,0
280,2.81,32.895851135253906,1.825710397916621,76,4,0,1,1,1,1,0
281,2.82,32.97475814819336,1.8713341100225935,76,4,0,1,1,1,1,0
282,2.83,33.02031707763672,1.895628659295214,76,4,0,1,1,1,1,0
283,2.84,32.8783073425293,1.8501115119970355,76,4,0,1,1,1,1,0
284,2.85,33.038047790527344,1.856931453898135,76,4,0,1,1,1,1,0
285,2.86,33.00859832763672,1.8863170420276116,76,4,0,1,1,1,1,0
286,2.87,33.35020446777344,1.850004350821047,76,4,0,1,1,1,1,0
287,2.88,33.05299758911133,1.722379944368019,76,4,0,1,1,1,1,0
288,2.89,32.57734680175781,1.83978369229797,76,4,0,1,1,1,1,0
289,2.9,32.71004104614258,1.8442100045234626,76,4,0,1,1,1,1,0
290,2.91,32.77943420410156,1.747285566599032,76,4,0,1,1,1,1,0
291,2.92,33.12468338012695,1.8020224852294093,76,4,0,1,1,1,1,0
292,2.93,32.589141845703125,1.7192443855817368,76,4,0,1,1,1,1,0
293,2.94,32.76971435546875,1.6600293830209978,76,4,0,1,1,1,1,0
294,2.95,32.79800796508789,1.879068574069658,76,4,0,1,1,1,1,0
295,2.96,32.86147689819336,1.8729687157882475,76,4,0,1,1,1,1,0
296,2.97,32.73305130004883,1.6471459571307898,76,4,0,1,1,1,1,0
297,2.98,32.666141510009766,1.8790185809742659,76,4,0,1,1,1,1,0
298,2.99,32.79002380371094,1.712253525870519,76,4,0,1,1,1,1,0
299,3.0,32.88899230957031,1.9366184793764356,76,4,0,1,1,1,1,0
300,3.01,32.92057418823242,1.76014601362582,76,4,0,1,1,1,1,0
301,3.02,32.77815628051758,1.821268517402132,76,4,0,1,1,1,1,0
302,3.03,33.150630950927734,1.9209925081059382,76,4,0,1,1,1,1,0
303,3.04,32.78239059448242,1.8757942263233576,76,4,0,1,1,1,1,0
304,3.05,32.862945556640625,1.7137409546732476,76,4,0,1,1,1,1,0
305,3.06,32.67343521118164,1.6871601627235482,76,4,0,1,1,1,1,0
306,3.07,32.93627166748047,1.7334660906752828,76,4,0,1,1,1,1,0
307,3.08,32.78736114501953,1.8498920075218117,76,4,0,1,1,1,1,0
308,3.09,32.80942153930664,1.742930073145135,76,4,0,1,1,1,1,0
309,3.1,32.5767822265625,1.5660436866125529,76,4,0,1,1,1,1,0
310,3.11,32.778079986572266,1.8145249834444892,76,4,0,1,1,1,1,0
311,3.12,32.86726379394531,1.6636418271460598,76,4,0,1,1,1,1,0
312,3.13,32.755653381347656,1.8195947007338726,76,4,0,1,1,1,1,0
313,3.14,33.03224563598633,1.9841843227815927,76,4,0,1,1,1,1,0
314,3.15,32.47065734863281,1.6406694571761682,76,4,0,1,1,1,1,0
315,3.16,32.85041427612305,1.7610775215396055,76,4,0,1,1,1,1,0
316,3.17,32.366641998291016,1.8770451948034101,76,4,0,1,1,1,1,0
317,3.18,32.52045440673828,1.7379570097961952,76,4,0,1,1,1,1,0
318,3.19,32.25769805908203,1.7371529774140646,76,4,0,1,1,1,1,0
319,3.2,32.40644454956055,1.680714199302208,76,5,1,1,1,1,1,0
320,3.21,32.57530212402344,1.7975024337717855,76,4,0,1,1,1,1,0
321,3.22,32.28261947631836,1.718894988558344,76,5,1,1,1,1,1,0
322,3.23,32.261680603027344,1.8462131363818346,76,5,1,1,1,1,1,0
323,3.24,32.44659423828125,1.7252841324069341,76,5,1,1,1,1,1,0
324,3.25,32.56356430053711,1.7421214384628196,76,5,1,1,1,1,1,0
325,3.26,32.36146545410156,1.847890035428839,76,4,0,1,1,1,1,0
326,3.27,32.26362609863281,1.7566200373783902,76,5,1,1,1,1,1,0
327,3.28,32.67457962036133,1.845563674464467,76,4,0,1,1,1,1,0
328,3.29,32.45962905883789,1.7504862030376418,76,4,0,1,1,1,1,0
329,3.3,32.43901443481445,1.8613196730593813,76,5,1,1,1,1,1,0
330,3.31,32.246429443359375,1.8897913814702099,76,4,0,1,1,1,1,0
331,3.32,32.149925231933594,1.9536908227320422,76,4,0,1,1,1,1,0
332,3.33,32.66727066040039,1.7698000140870878,76,4,0,1,1,1,1,0
333,3.34,32.70632553100586,1.6051458388798592,76,4,0,1,1,1,1,0
334,3.35,32.6661491394043,1.6840748950000897,76,4,0,1,1,1,1,0
335,3.36,32.96919250488281,1.560161151876644,76,4,0,1,1,1,1,0
336,3.37,32.88309097290039,1.9360031484865943,76,4,0,1,1,1,1,0
337,3.38,32.71537399291992,1.769376328941541,76,4,0,1,1,1,1,0
338,3.39,32.5107421875,1.6818165513027135,76,4,0,1,1,1,1,0
339,3.4,32.5076904296875,1.8368980358073976,76,5,1,1,1,1,1,0
340,3.41,32.61597442626953,1.930205897287153,76,5,1,1,1,1,1,0
341,3.42,32.1190185546875,1.6994401274621367,76,5,1,1,1,1,1,0
342,3.43,32.479793548583984,1.828524946242439,76,4,0,1,1,1,1,0
343,3.44,32.237674713134766,1.9731719336830331,76,4,0,1,1,1,1,0
344,3.45,32.45603942871094,1.8566874172314274,76,5,1,1,1,1,1,0
345,3.46,32.24897384643555,1.8787741645701332,76,4,0,1,1,1,1,0
346,3.47,32.17610168457031,1.879072431258952,76,4,0,1,1,1,1,0
347,3.48,32.23163986206055,1.8867398064341805,76,5,1,1,1,1,1,0
348,3.49,31.9361629486084,1.6740983108615006,76,4,0,1,1,1,1,0
349,3.5,32.2015495300293,1.7429048533857954,76,4,0,1,1,1,1,0
350,3.51,32.27936935424805,1.6212632818077128,76,5,1,1,1,1,1,0
351,3.52,32.118431091308594,1.6507803552611908,76,4,0,1,1,1,1,0
352,3.53,32.43571090698242,1.7991351767018469,76,4,0,1,1,1,1,0
353,3.54,32.44374465942383,1.8320744389577497,76,4,0,1,1,1,1,0
354,3.55,32.52387237548828,1.644960684729026,76,5,1,1,1,1,1,0
